"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Decline Push Up",,"",2,"normal",,9,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Decline Push Up",,"",3,"normal",,6,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Lat Pulldown (Band)",,"",0,"normal",65,15,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Lat Pulldown (Band)",,"",1,"normal",65,15,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Lat Pulldown (Band)",,"",2,"normal",65,15,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Lat Pulldown (Band)",,"",3,"normal",65,15,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Chest Press (Band)",,"",0,"normal",80,10,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Chest Press (Band)",,"",1,"normal",80,11,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Chest Press (Band)",,"",2,"normal",80,11,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Chest Press (Band)",,"",3,"normal",65,9,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Bent Over Row (Band)",,"",0,"normal",65,12,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Bent Over Row (Band)",,"",1,"normal",65,12,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Bent Over Row (Band)",,"",2,"normal",65,10,,,
"Rest Routine","26 Mar 2026, 23:22","26 Mar 2026, 23:46","","Bent Over Row (Band)",,"",3,"normal",65,10,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Pike Pushup",,"",1,"normal",,9,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Pike Pushup",,"",2,"normal",,9,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Pike Pushup",,"",3,"normal",,8,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","nova shoulder back",,"",0,"normal",30,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","nova shoulder back",,"",1,"normal",30,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","nova shoulder back",,"",2,"normal",30,10,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","nova shoulder back",,"",3,"normal",30,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Lateral Raise (Band)",,"",0,"normal",25,9,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Lateral Raise (Band)",,"",1,"normal",25,9,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Lateral Raise (Band)",,"",2,"normal",25,9,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Lateral Raise (Band)",,"",3,"normal",25,10,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Bench Dip",,"",0,"normal",,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Bench Dip",,"",1,"normal",,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Bench Dip",,"",2,"normal",,12,,,
"Shoulder / back","23 Mar 2026, 00:08","23 Mar 2026, 00:29","","Bench Dip",,"",3,"normal",,12,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Decline Push Up",,"",0,"normal",,10,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Decline Push Up",,"",1,"normal",,9,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Decline Push Up",,"",2,"normal",,8,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Decline Push Up",,"",3,"normal",,7,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Lat Pulldown (Band)",,"",0,"normal",65,12,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Lat Pulldown (Band)",,"",1,"normal",65,12,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Lat Pulldown (Band)",,"",2,"normal",65,12,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Lat Pulldown (Band)",,"",3,"normal",65,12,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Chest Press (Band)",,"",0,"normal",80,9,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Chest Press (Band)",,"",1,"normal",80,10,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Chest Press (Band)",,"",2,"normal",80,9,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Bent Over Row (Band)",,"",0,"normal",65,9,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Bent Over Row (Band)",,"",1,"normal",65,10,,,
"Rest Routine","21 Mar 2026, 00:51","21 Mar 2026, 01:13","","Bent Over Row (Band)",,"",2,"normal",65,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",0,"normal",40,9,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,9,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,9,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,8,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Bent Over Row (Dumbbell)",,"",0,"normal",80,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Bent Over Row (Dumbbell)",,"",1,"normal",80,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Bent Over Row (Dumbbell)",,"",2,"normal",80,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Bent Over Row (Dumbbell)",,"",3,"normal",80,9,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Chest Press (Machine)",,"",0,"normal",80,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Chest Press (Machine)",,"",1,"normal",80,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Chest Press (Machine)",,"",2,"normal",80,8,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Chest Press (Machine)",,"",3,"normal",80,8,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Lat Pulldown (Machine)",,"",0,"normal",110,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Lat Pulldown (Machine)",,"",1,"normal",110,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Lat Pulldown (Machine)",,"",2,"normal",110,10,,,
"Chest Arm","18 Mar 2026, 08:30","18 Mar 2026, 08:52","","Lat Pulldown (Machine)",,"",3,"normal",115,8,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Pike Pushup",,"",0,"normal",,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Pike Pushup",,"",1,"normal",,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Pike Pushup",,"",2,"normal",,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Pike Pushup",,"",3,"normal",,7,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","nova shoulder back",,"",0,"normal",30,10,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","nova shoulder back",,"",1,"normal",30,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","nova shoulder back",,"",2,"normal",30,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","nova shoulder back",,"",3,"normal",30,9,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Lateral Raise (Band)",,"",0,"normal",25,10,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Lateral Raise (Band)",,"",1,"normal",25,10,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Lateral Raise (Band)",,"",2,"normal",25,10,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Lateral Raise (Band)",,"",3,"normal",25,10,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",0,"normal",25,15,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",1,"normal",25,15,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",2,"normal",25,15,,,
"Shoulder / back","15 Mar 2026, 22:57","15 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",3,"normal",25,15,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Decline Push Up",,"",0,"normal",,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Decline Push Up",,"",1,"normal",,9,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Decline Push Up",,"",2,"normal",,8,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Decline Push Up",,"",3,"normal",,7,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Lat Pulldown (Band)",,"",0,"normal",50,15,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Lat Pulldown (Band)",,"",1,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Lat Pulldown (Band)",,"",2,"normal",65,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Lat Pulldown (Band)",,"",3,"normal",65,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Chest Press (Band)",,"",0,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Chest Press (Band)",,"",1,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Chest Press (Band)",,"",2,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Chest Press (Band)",,"",3,"normal",65,9,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Bent Over Row (Band)",,"",0,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Bent Over Row (Band)",,"",1,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Bent Over Row (Band)",,"",2,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Bent Over Row (Band)",,"",3,"normal",65,10,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Nova Uppet Chest",,"",0,"normal",,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Nova Uppet Chest",,"",1,"normal",,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Nova Uppet Chest",,"",2,"normal",,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Nova Uppet Chest",,"",3,"normal",,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Rope Straight Arm Pulldown",,"",0,"normal",20,12,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Rope Straight Arm Pulldown",,"",1,"normal",20,14,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Rope Straight Arm Pulldown",,"",2,"normal",20,14,,,
"Rest Routine","14 Mar 2026, 15:52","14 Mar 2026, 16:23","","Rope Straight Arm Pulldown",,"",3,"normal",22,13,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Pike Pushup",,"",0,"normal",,8,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Pike Pushup",,"",1,"normal",,9,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Pike Pushup",,"",2,"normal",,8,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Pike Pushup",,"",3,"normal",,7,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","nova shoulder back",,"",0,"normal",30,12,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","nova shoulder back",,"",1,"normal",30,9,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","nova shoulder back",,"",2,"normal",30,9,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","nova shoulder back",,"",3,"normal",30,8,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Lateral Raise (Band)",,"",0,"normal",15,13,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Lateral Raise (Band)",,"",1,"normal",15,14,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Lateral Raise (Band)",,"",2,"normal",15,15,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Lateral Raise (Band)",,"",3,"normal",15,15,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",0,"normal",15,15,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",1,"normal",15,15,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",2,"normal",15,15,,,
"Shoulder / back","13 Mar 2026, 22:52","13 Mar 2026, 23:16","","Tricept Kickbqcl(Band)",,"",3,"normal",15,14,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,9,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,9,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,8,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,6,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Bent Over Row (Dumbbell)",,"",0,"normal",70,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Bent Over Row (Dumbbell)",,"",1,"normal",70,11,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Bent Over Row (Dumbbell)",,"",2,"normal",80,9,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Bent Over Row (Dumbbell)",,"",3,"normal",80,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Chest Press (Machine)",,"",0,"normal",80,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Chest Press (Machine)",,"",1,"normal",80,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Chest Press (Machine)",,"",2,"normal",80,9,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Chest Press (Machine)",,"",3,"normal",80,8,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Lat Pulldown (Machine)",,"",0,"normal",115,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Lat Pulldown (Machine)",,"",1,"normal",115,10,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Lat Pulldown (Machine)",,"",2,"normal",115,9,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Lat Pulldown (Machine)",,"",3,"normal",115,8,,,
"Chest Arm","11 Mar 2026, 08:29","11 Mar 2026, 08:55","","Chest Fly (Machine)",,"",0,"normal",50,15,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Pike Pushup",,"",0,"normal",,8,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Pike Pushup",,"",1,"normal",,8,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Pike Pushup",,"",2,"normal",,7,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Pike Pushup",,"",3,"normal",,6,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","nova shoulder back",,"",0,"normal",30,11,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","nova shoulder back",,"",1,"normal",30,10,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","nova shoulder back",,"",2,"normal",30,10,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","nova shoulder back",,"",3,"normal",30,8,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Lateral Raise (Band)",,"",0,"normal",15,14,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Lateral Raise (Band)",,"",1,"normal",20,8,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Lateral Raise (Band)",,"",2,"normal",15,12,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Lateral Raise (Band)",,"",3,"normal",15,13,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Tricept Kickbqcl(Band)",,"",0,"normal",15,15,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Tricept Kickbqcl(Band)",,"",1,"normal",20,10,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Tricept Kickbqcl(Band)",,"",2,"normal",20,13,,,
"Shoulder / back","9 Mar 2026, 23:07","9 Mar 2026, 23:31","","Tricept Kickbqcl(Band)",,"",3,"normal",20,13,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Push Up",,"",0,"normal",,12,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Push Up",,"",1,"normal",,10,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Push Up",,"",2,"normal",,8,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Push Up",,"",3,"normal",,9,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Lat Pulldown (Band)",,"",0,"normal",50,15,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Lat Pulldown (Band)",,"",1,"normal",50,13,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Lat Pulldown (Band)",,"",2,"normal",50,13,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Lat Pulldown (Band)",,"",3,"normal",50,15,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Chest Press (Band)",,"",0,"normal",50,12,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Chest Press (Band)",,"",1,"normal",50,12,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Chest Press (Band)",,"",2,"normal",50,11,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Chest Press (Band)",,"",3,"normal",50,9,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bent Over Row (Band)",,"",0,"normal",50,10,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bent Over Row (Band)",,"",1,"normal",50,11,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bent Over Row (Band)",,"",2,"normal",50,10,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bent Over Row (Band)",,"",3,"normal",50,10,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bicep Curl (Dumbbell)",,"",1,"normal",30,9,,,
"Rest Routine","8 Mar 2026, 22:42","8 Mar 2026, 23:18","","Bicep Curl (Dumbbell)",,"",2,"normal",30,8,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Pike Pushup",,"Baby chair(3/7/2026)",0,"normal",,9,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Pike Pushup",,"Baby chair(3/7/2026)",1,"normal",,8,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Pike Pushup",,"Baby chair(3/7/2026)",2,"normal",,8,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Pike Pushup",,"Baby chair(3/7/2026)",3,"normal",,7,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","nova shoulder back",,"",0,"normal",30,12,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","nova shoulder back",,"",1,"normal",30,13,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","nova shoulder back",,"",2,"normal",30,10,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","nova shoulder back",,"",3,"normal",30,10,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Lateral Raise (Band)",,"",0,"normal",15,15,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Lateral Raise (Band)",,"",1,"normal",20,12,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Lateral Raise (Band)",,"",2,"normal",20,15,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Lateral Raise (Band)",,"",3,"normal",25,10,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Tricept Kickbqcl(Band)",,"",0,"normal",15,15,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Tricept Kickbqcl(Band)",,"",1,"normal",20,15,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Tricept Kickbqcl(Band)",,"",2,"normal",20,15,,,
"Shoulder / back","7 Mar 2026, 22:20","7 Mar 2026, 22:55","","Tricept Kickbqcl(Band)",,"",3,"normal",25,10,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Push Up",,"",0,"normal",,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Push Up",,"",1,"normal",,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Push Up",,"",2,"normal",,10,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Push Up",,"",3,"normal",,9,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chin Up (Assisted)",,"",0,"normal",,9,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chin Up (Assisted)",,"",1,"normal",,8,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chin Up (Assisted)",,"",2,"normal",,8,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chin Up (Assisted)",,"",3,"normal",,12,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chest Press (Band)",,"",0,"normal",50,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chest Press (Band)",,"",1,"normal",50,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chest Press (Band)",,"",2,"normal",50,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Chest Press (Band)",,"",3,"normal",50,11,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Bent Over Row (Band)",,"",0,"normal",15,15,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Bent Over Row (Band)",,"",1,"normal",15,15,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Bent Over Row (Band)",,"",2,"normal",15,15,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Bent Over Row (Band)",,"",3,"normal",15,15,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Nova Uppet Chest",,"",0,"normal",,10,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Nova Uppet Chest",,"",1,"normal",,10,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Nova Uppet Chest",,"",2,"normal",,10,,,
"Rest Routine","6 Mar 2026, 22:30","6 Mar 2026, 23:10","","Rope Straight Arm Pulldown",,"",0,"normal",30,12,,,
